Location,Latitude,Longitude
"Shanghai Key Laboratory of Intelligent Information Processing, Fudan University, Shanghai, China",31.230416,121.473701
"Shanghai Mobvoi Information Technology Co., Ltd",31.230416,121.473701
"ShanghaiTech University, China",31.1763741,121.5924518
"Shenzhen Institute of Advanced Technology, Chinese Academy of Sciences",22.5428599,114.05956
"Shenzhen Research Institute of Big Data, China",22.5428599,114.05956
"Shenzhen Research Institute of Big Data, School of Data Science, The Chinese University of HongKong, Shenzhen, China",22.419625,114.2067606
"Shenzhen Research Institute of Big Data, School of Data Science,The Chinese University of Hong Kong, Shenzhen, China",22.687845,114.209931
"Shenzhen Research Institute of Big Data, Shenzhen, China",22.5428599,114.05956
"Shenzhen University, China.",22.53306,113.932813
"Sichuan Changhong Electronics Holding Group Co. Ltd., China",30.6508899,104.07572
"Sigmedia Lab, ADAPT Centre, School of Engineering, Trinity College Dublin, Ireland",53.3435769,-6.2503695
"Sigmedia Lab, School of Engineering, Trinity College Dublin, Ireland",53.3437935,-6.254571599999999
"Signal Analysis and Interpretation Laboratory, University of Southern California, USA",34.0223519,-118.285117
"Signal Processing (SP), Department of Informatics, Universität Hamburg, Hamburg, Germany",53.5630754,9.9884042
"Signal Processing (SP), University of Hamburg, Germany",53.5630754,9.9884042
"Signal Processing (SP), Universität Hamburg, Germany",53.5630754,9.9884042
"Signal Processing and Speech Communication Laboratory, Graz University of Technology, Austria",47.0586958,15.4583718
"Signal Processing, AI and Vision Technologies (SAIVT), Queensland Univeristy of Technology,Brisbane, Australia",-27.4704528,153.0260341
"Signals and Interactive Systems Lab, University of Trento, Italy",46.0677451,11.1214636
"Singapore University of Technology and Design, Singapore",1.341258,103.9637585
"Sketch Recognition Lab, Texas A&M University, USA§Vilnius Gediminas Technical University, Lithuania ♮Université Laval, Canada ♯Concordia University, Canada ♭Mila-Québec AI Institute, Canada",30.6152784,-96.3378745
"Skit.aiBengaluru, India",12.9837148,77.6389392
"Skolkovo Institute of Science and Technology, Moscow",55.6977407,37.3595732
"Skoltech, Russia;",55.6977407,37.3595732
"Sleep Medicine Centre, Zhongnan Hospital of Wuhan University",30.5644129,114.3649819
SmartSound,,
Snap Inc.,,
"SoapBox Labs, Dublin",53.3386927,-6.2551991
"Sony Europe B.V., Stuttgart Laboratory",48.7758459,9.1829321
"Sony Group Corporation, Japan",36.204824,138.252924
"Sony Group Corporation, Tokyo, Japan",35.6764225,139.650027
"Sony Research India, India",20.593684,78.96288
"Sony Research, Tokyo, JapanRyosuke.Sawata, Naoki.Murata, Yuta.Takida, Toshimitsu.Uesaka, Takashi.Tak.Shibuya, {",35.6619707,139.703795
"Sony Semiconductor Israel, Israel",32.1331859,34.8970205
Sophia Univ. (Japan),35.6831167,139.7319235
"Sophia University, Japan",35.6831167,139.7319235
"Sorbonne Université, CNRS, ISIR, F- Paris, France",48.8468998,2.3554958
"Sorbonne Université, CNRS, STMS lab, IRCAM, Paris, France",48.8598802,2.3514141
"Sound and speech perception Research Group, Institute of Cognitive Neuroscience and Psychology,Research Centre for Natural Sciences, Budapest, Hungary",47.4740534,19.0601823
"Soundscape Voice Evidence, Lancaster, UK",54.0449072,-2.799346700000001
"Southern University of Science and Technology, China",22.593969,113.99894
"Southwest Petroleum University, China",30.821792,104.183563
SpeakUnique Ltd.,,
"Speaker and Language Recognition Group (ESLR),Laboratoire de Recherche de l’EPITA, France",48.81519280000001,2.3623068
"Speech & Language Processing Lab, Friedrich-Alexander-Universität Erlangen-Nürnberg,Erlangen, Germany",,
"Speech AI Lab., NCSOFT Corporation, South Korea",35.907757,127.766922
"Speech Graphics Ltd, Edinburgh, United Kingdomeimear.stanley, eric.demattos, anita.klementiev, piotr.ozimek, g.clarke, berger, {",55.953252,-3.188267
"Speech Group, Machine Intelligence Laboratory, University of Cambridge",52.205356,0.113168
"Speech Lab of DAMO Academy, Alibaba Group, Chinazhifu.gzf, lzr, wangjiaming.wjm, haoneng.lhn, shixian.shi, mengzhe.cmz, {",,
"Speech Lab, Alibaba Group, Hangzhou, China",30.2741499,120.15515
"Speech Lab, Department of Electrical Engineering, IIT Madras, India",12.9887278,80.2307537
"Speech Lab, Indian Institute of Technology Madras, India",12.9915639,80.2336857
"Speech Lab, Language Technologies Research Center (LTRC), IIIT Hyderabad, , India",17.445258,78.3499566
"Speech Language and Hearing Sciences, Indiana University, Bloomington, Indiana, USA",39.1682449,-86.52300729999999
"Speech Processing and Machine Intelligence (SPMI) Lab, Tsinghua University, Beijing, China",39.9996674,116.3264439
"Speech Processing and Transmission Lab., Electrical Engineering Department, University of Chile",-35.675147,-71.542969
"Speech Processing and Transmission Laboratory, University of Chile",-35.675147,-71.542969
"Speech Research Lab, Dhirubhai Ambani Institute of Information and Communication Technology(DA-IICT), Gandhinagar-, Gujarat, India",23.188537,72.62891549999999
"Speech Technology and Applied Research Corporation, Lexington, MA, USA",42.4522977,-71.2367016
"Speech and Audio Signal Processing Laboratory, Faculty of Information Technology,Beijing University of Technology, Beijing, China",39.871611,116.479529
"Speech and Dialogue Research Laboratory, University Politehnica of Bucharest, Romania",44.4386064,26.0494925
"Speech and Hearing Research Group, University of Sheffield, UK.",53.3813502,-1.4884229
"Speech and Language Technology, German Research Center for Artificial Intelligence (DFKI)",49.4295181,7.7513891
"Speech and Music Intelligence (SAMI), ByteDance",,
"Speech, Audio & Music Intelligence (SAMI), ByteDancejiadongya, tianqiao.wave, kainan.peng, lijiaxin.drany",,
"Speech, Audio, and Music Intelligence (SAMI) Group, ByteDance, China",35.86166,104.195397
"Speech-Language-Hearing Center, School of Foreign Languages, Shanghai Jiao Tong University,China",31.143015,121.425753
"Speech@FIT, Brno University of Technology, Czechia",49.2015407,16.603619
"Spire Lab, Electrical Engineering, Indian Institute of Science (IISc), Bangalore, , India",13.0170646,77.5658741
"Spoken Language Systems Group, Saarland University, Germany",49.255122,7.040951400000001
Spotify,,
"Sprinklr, India",20.593684,78.96288
"St. Michaels College, Colchester, Vermont USA",44.49598,-73.163743
"St. Petersburg Department of the Steklov Institute of Mathematics, Russia",59.9310584,30.3609097
"St. Petersburg Federal Research Center of the Russian Academy of Sciences, St. Petersburg, Russia",59.9365043,30.2859337
"Stanford University, USA",37.42766,-122.17006
"State Key Lab of Software Development Environment, Beihang University, Beijing, China",39.904211,116.407395
State Key Laboratory of Cognitive Intelligence,,
"State Key Laboratory of Industrial Control Technology, Institute of Cyber Systems and Control,Zhejiang University, China",30.30868439999999,120.0864995
"State Key Laboratory of Media Convergence and Communication, Communication University ofChina, Beijing , China",39.912793,116.556581
State Key Laboratory of Multimodal Artificial Intelligence Systems,,
"State Key Laboratory of Multimodal Artiﬁcial Intelligence Systems, Institute of Automation,Chinese Academy of Sciences, Beijng, China",39.9106327,116.3356321
"Stellenbosch University, Stellenbosch, South Africa",-33.9328078,18.864447
"Sunnybrook Research Institute, Sunnybrook Health Sciences Centre, Toronto, ON, Canada",43.7228457,-79.3728749
"Supertone, Inc.",,
"Systems and Software Lab (SSL), Department of Computer Science and Engineering (CSE)Islamic University of Technology (IUT), Gazipur, Bangladeshnowshintabassum, tasfiatabassum, fardinsaad, tahiyasultana, hasan, {",23.948102,90.37926
"São Paulo State University, Brazil;",-14.235004,-51.92528
"TAL Education, Beijing , China",39.904211,116.407395
"TALP Research Center, Universitat Politècnica de Catalunya, Barcelona, Spain",41.3892675,2.1157401
"TALP Research Center, Universitat Politècnica de Catalunya, Spain",41.3892675,2.1157401
"TEG AI, Tencent Inc, Beijing, China",39.904211,116.407395
"Tallinn University of Technology, Estonia",59.394824,24.6715322
Technion - Israel Institute of Technology,32.7767783,35.0231271
"Technische Hochschule Nürnberg Georg Simon Ohm, Germany",49.452765,11.092932
"Technische Hochschule Nürnberg, Nuremberg, Germany",49.452765,11.092932
"Technische Universität Braunschweig ◦Goodix Technology (Belgium) BVInstitute for Communications Technology ◦Goodix Technology (Belgium) BVInstitute for Communications Technology  Leuven, Belgium Braunschweig, Germany  Leuven, Belgium Braunschweig, Germany",50.8791453,4.7024648
Technische Universität BraunschweigInstitute for Communications TechnologySchleinitzstr.,,
Tel-Aviv University,32.113496,34.803609
Tencent AI LAB,,
"Tencent AI Lab, Audio and Speech Signal Processing Oteam",,
"Tencent AI Lab, Bellevue, WA, USA",47.6101497,-122.2015159
"Tencent AI Lab, China",35.86166,104.195397
"Tencent AI Lab, Shenzhen, China",22.5428599,114.05956
"Tencent AI Lab, Tencent, Bellevue, WA, USA{denniswxiao, wenzheliu, markuswang, shaanyang, yupengshi, yuyongkang, dansu",47.6183618,-122.1968172
"Tencent AI Lab, Tencent, Shenzhen, China",22.5428599,114.05956
"Tencent AI lab, Belleuve, USA",47.6101497,-122.2015159
Tencent ASR Oteam,,
"Tencent Ethereal Audio Lab, Shenzhen, Guangdong, China",22.540434,113.934437
"Tencent Ethereal Audio Lab, Tencent Corporation, Shenzhen, China",22.5428599,114.05956
"Tencent Ethereal Audio Lab, Tencent, Shenzhen, China",22.5428599,114.05956
"Tencent Technology Co., Ltd, Beijing, China",39.904211,116.407395
"Thales SIX, Multimedia Lab, Gennevilliers, France",48.9397517,2.3093112
Thales UK RTI,55.378051,-3.435973
"The Academy of Tianjin University Hefei, China",31.8205699,117.22901
"The Academy of Tianjin University, Hefei, China",31.8205699,117.22901
"The Alan Turing Institute, UK",51.5293496,-0.1275516
"The Centre for Speech Technology Research, University of Edinburgh, UK",55.9445158,-3.1892413
"The Chinese University of Hong Kong, China",35.86166,104.195397
The Chinese University of Hong Kong;,22.419625,114.2067606
"The Department of Electronic Engineering and Information Science (EEIS)University of Science and Technology of China, Hefei, China",31.821994,117.28059
"The First Affiliated Hospital, Sun Yat-Sen University, China",23.125445,113.289925
"The Forensic Voice Centre, York, UKUniversity of York, UK",53.9461089,-1.0517718
The Hebrew University of Jerusalem,31.7945578,35.2414009
"The Hong Kong University of Science and Technology (Guangzhou), China",23.1290799,113.26436
"The Hong Kong University of Science and Technology (Guangzhou), Guangzhou, China",23.1290799,113.26436
"The MARCS Institute for Brain, Behaviour and Development, Western Sydney University",-33.8066614,150.9873898
"The MARCS Institute, Western Sydney University, Australia",-33.8066614,150.9873898
"The Nemours Foundation, USA",39.7793789,-75.5552976
"The Ohio State University, Columbus, OH, USA",39.9993865,-83.0227103
"The State Key Laboratory of Information Security, Institute of Information Engineering, ChineseAcademy of Sciences, Beijing , China",39.9106327,116.3356321
"The State Key Laboratory of Tibetan Intelligent Information Processing and Application,Tibetan information processing and Machine Translation Key Laboratory of Qinghai province",36.6208699,101.7801099
"The University Of Sydney, Australia",-25.274398,133.775136
"The University of British Columbia, Canada",49.26060520000001,-123.2459939
"The University of Edinburgh, United Kingdom",55.9445158,-3.1892413
"The University of Manchester, United Kingdom",53.4668498,-2.2338837
"The University of Sheffield, Sheffield, UK",53.3813502,-1.4884229
"The University of Sydney, Australia",-25.274398,133.775136
"The University of Texas at Austin, Austin, TX",30.2850284,-97.7335226
"The University of Texas at Dallas, Richardson, USA",32.9856977,-96.7502473
"The University of Texas at Dallas, USA",32.9856977,-96.7502473
"The University of Tokyo, Japan.",35.7138151,139.7627372
"Thymia, London, UK",51.5179539,-0.0876439
"Tianjin International Engineering Institute, Tianjin University, Tianjin, China",39.1068761,117.2249731
"Tianjin Key Laboratory of Cognitive Computing and Application,College of Intelligence and Computing, Tianjin University, Tianjin, China",39.108067,117.176196
"Tianjin key Laboratory of Cognitive Computing and Application, Tianjin University, China",39.108067,117.176196
"TikTok, USA",38.7945952,-106.5348379
"Tilburg University, The Netherlands",51.5631906,5.0424031
"Tilburg University, the Netherlands",51.5631906,5.0424031
"Tiro, Iceland",64.963051,-19.020835
"Tokyo Institute of Technology, Japan",35.6060836,139.6828511
Tokyo Institute of Technologywww.ts.ip.titech.ac.jp,35.6060836,139.6828511
Tokyo Kasei-gakuin College,35.6913763,139.7422248
Tokyo Medical and Dental University,,
"Tokyo University of Agriculture & Technology, Japan",35.6411275,139.6321403
"Toshiba Cambridge Research Laboratories, Cambridge, United Kingdom",52.23518929999999,0.1375581
Toyohashi Univ. of Technology (Japan),34.7011877,137.4100631
"Toyohashi University of Technology, Aichi, Japan",34.7011877,137.4100631
"Toyohashi University of Technology, Japan",34.7011877,137.4100631
"Travellingwave, Seattle, WA, USA",47.6061389,-122.3328481
"Trinity College Dublin; Global Brain Health Institute; Trinity College Institute of Neuroscience;Trinity Centre for Biomedical Engineering, Ireland",53.77975540000001,-7.3055309
"Trusted Networks Lab, Queensland University of Technology (QUT), Australia",-27.4773131,153.0270449
"Tsinghua Univ., Beijing, China",39.9996674,116.3264439
"Tsinghua University-China Mobile Communications Group Co., Ltd. Joint Institute, Beijing, China",39.9996674,116.3264439
"Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems,Shenzhen International Graduate School, Tsinghua University, Shenzhen, China",22.5428599,114.05956
"U.S. Department of Defense, MD, USA",39.0457549,-76.64127119999999
"UCL Queen Square Institute of Neurology, University College London, United Kingdom",51.522576,-0.122513
UCSD,32.881168,-117.2343605
"UK Dementia Research Institute Care Research and Technology Centre, UK",51.5156561,-0.2241736
"ULB - Université Libre de Bruxelles, Brussels, Belgium",50.8132068,4.3822222
"UMIACS, University of Maryland, USA",38.9890953,-76.9365146
"USTB-EEasyTech Joint Lab of Artificial Intelligence, University of Science and Technology Beijing, Beijing , China",39.989461,116.360026
"UT Austin, USA",30.2894713,-97.7367917
UiT The Arctic University of Norway,69.6798027,18.9712162
"Umm Al-Qura University, Mecca, Saudi Arabia",21.3299695,39.952206
"Uniphore Software Systems, Bengaluru, India",12.9715987,77.5945627
"Uniphore, India",12.9911431,80.2429408
"Unisound AI Technology Co. Ltd, China",35.86166,104.195397
"Unisound AI Technology Co., Ltd., Beijing, China",39.904211,116.407395
"Unit of Computing Sciences, Tampere University, Finland",61.49435820000001,23.7804048
"Univ Rennes, CNRS, IRISA, Lannion, France",48.117266,-1.6777926
"Univ. Bordeaux, CNRS, Bordeaux INP, LaBRI, , F- Talence, France",44.805645,-0.6052137
"Univ. Grenoble Alpes, CNRS, Grenoble INP, GIPSA-lab,  Grenoble, France",45.193469,5.7661701
"Univ. Grenoble Alpes, CNRS, Grenoble-INP, GIPSA-lab, France",45.193469,5.7661701
"Univeristà degli Studi della Campania Luigi Vanvitelli, Italy",41.87194,12.56738
Universidad de Navarra,,
"Universidade Federal do Rio de Janeiro, Brazil",-22.8674532,-43.2151914
"Universitat Pompeu Fabra, Department of Information and Communication Technologies, Spain",41.37896689999999,2.1797944
"University College London Hospitals NHS Foundation Trust, United Kingdom",51.5072178,-0.1275862
"University College London, UK.",51.52455920000001,-0.1340401
"University Institute for Computing Research (IUII), University of Alicante, Spain",38.3457685,-0.4909444
"University at Buffalo, United States",43.0018111,-78.78952389999999
University of Aberdeen,57.1647761,-2.1014659
"University of Amsterdam, The Netherlands",52.35581819999999,4.955726299999999
"University of California - San Diego, San Diego, CA, USA",32.881168,-117.2343605
"University of California San Diego, USA",32.881168,-117.2343605
"University of California, Berkeley, United States",37.87015100000001,-122.2594606
"University of California, Los Angeles, Department of Electrical and Computer Engineering",34.0699182,-118.4438495
"University of California, Riverside, USA",33.9737055,-117.3280644
"University of California, San Diego, USA",32.881168,-117.2343605
"University of California, San Francisco, CA, USA",37.7749295,-122.4194155
"University of Cambridge Department of Engineering, Trumpington St., Cambridge, CB",52.1982868,0.1202353
"University of Cambridge, United-Kingdom",55.378051,-3.435973
"University of Chemistry and Technology, Prague, Czech Republic",50.10333869999999,14.3898503
"University of Cincinnati, Ohio, USA",39.1329219,-84.51495039999999
University of Cologne,50.9282632,6.9293608
"University of Copenhagen, Copenhagen, Denmark",55.6802303,12.5724096
"University of Delaware, USA",39.6809151,-75.7523313
"University of Eastern Finland, Finland",62.89091949999999,27.6335958
"University of Edinburgh, Edinburgh, United Kingdom",55.9445158,-3.1892413
"University of Gharyan, Libya.",32.1717952,13.0184123
"University of Glasgow, Glasgow, UK",55.86167039999999,-4.2583345
"University of Glasgow, UK",55.378051,-3.435973
"University of Glasgow, United Kingdom",55.378051,-3.435973
"University of Granada, Spain",40.46366700000001,-3.74922
"University of Helsinki, Finland",60.16948170000001,24.9505269
"University of Iceland, Iceland",64.1394687,-21.9506398
"University of Illinois Chicago, USA",41.8686034,-87.6484377
"University of Illinois at Urbana-Champaign, USA",40.1019523,-88.2271615
University of Leeds,53.8066815,-1.5550328
"University of Leicester, UK.",55.378051,-3.435973
"University of Lille, CNRS, STL, France",50.624378,3.0678588
"University of London, UK;",51.5229649,-0.1309067
"University of Louvain, F.R.S.-FNRS, Institute for Language and Communication, Belgium",50.8391402,4.3652996
"University of Maryland College Park, MD",38.9869183,-76.9425543
"University of Maryland Dental School, Baltimore, USA",39.2892118,-76.6236815
"University of Maryland, College Park, USA",38.9869183,-76.9425543
"University of Maryland, U.S.A.",39.2892118,-76.6236815
"University of Michigan, USA",42.277145,-83.7382071
"University of Michigan, United States",42.277145,-83.7382071
"University of Notre Dame, United States",41.7051917,-86.2351655
"University of Oxford, United Kingdom",51.75704289999999,-1.2545179
"University of Paris-Saclay, CNRS, LISN, France",46.227638,2.213749
"University of Pennsylvania, Philadelphia, PA",39.9522188,-75.1932137
"University of Pennsylvania, USA",41.2033216,-77.1945247
"University of Pittsburgh, USA",40.44402789999999,-79.9605375
"University of Rochester, Rochester, New York, USA",43.1305531,-77.6260033
"University of Salzburg, Austria",47.7972387,13.0480985
"University of Science and Technology of China, China",31.821994,117.28059
"University of Science and Technology of China, Hefei , China",31.821994,117.28059
"University of Southampton, UK",55.378051,-3.435973
"University of Southampton, United Kingdom",55.378051,-3.435973
"University of Southern California, United States",34.0223519,-118.285117
"University of St.Gallen, St.Gallen, Switzerland",47.431567,9.3749269
"University of St.Gallen, Switzerland",47.431567,9.3749269
"University of Strasbourg, U.R. Linguistique, Langues, Parole LiLPa",48.5790692,7.766454499999999
"University of Stuttgart, Germany",48.7815366,9.1723652
"University of Stuttgart, Institute for Natural Language Processing, Germany",48.7466824,9.1081529
"University of Surrey, UK.",55.378051,-3.435973
"University of Szeged, Institute of Informatics, Szeged, Hungary",46.2499492,20.1464101
"University of Tartu, Estonia",58.36331589999999,26.7265815
"University of Texas at El Paso, United States",31.7731979,-106.5047208
"University of Toronto, Canada",43.663487,-79.3958273
"University of Trento, Italy ♮Independent Researcher",46.0668672,11.1231091
"University of Trento, Trento, Italy",46.0668672,11.1231091
"University of Twente, The Netherlands",52.2663667,6.7875833
University of Virginia,38.0335529,-78.5079772
"University of Warsaw, Poland",52.2403463,21.0186012
"University of Washington, USA",47.65671709999999,-122.3066181
"University of Wolverhampton, Wolverhampton, United Kingdom.",52.5868159,-2.1256587
"University of Wrocław, Poland",51.1140053,17.034463
"University of Zambia, Zambia",-15.392315,28.3284985
"Università degli Studi di Ferrara, Italy",44.8334299,11.6262692
Universität Bern,46.9503715,7.438186399999999
Universität Tübingen,48.5252713,9.060423499999999
"Université Cˆote d’Azur, Inria, CNRS, LJAD, I",43.7168559,7.2679621
"Université Grenoble Alpes, CNRS, GIPSA-Lab, Grenoble, France",45.193469,5.7661701
"Université Nice Côte d’Azur, CNRS, BCL, Nice, France",43.7101728,7.261953200000001
"Université Paris Cité, CNRS, Laboratoire de linguistique formelle, Paris, France",48.8266258,2.382558
"Université Paris Saclay, CNRS, LISN, France;",48.7071337,2.1763552
"Université Paris-Saclay, CNRS, LISN, , France",48.7071337,2.1763552
"Université de Genève, Switzerland",46.199444,6.1451157
"Université de Lorraine, CNRS, Inria, LORIA, F- Nancy, France",48.665558,6.1577155
"Université de Lorraine, CNRS, Inria, LORIA, F-, Nancy, France",48.665558,6.1577155
"Université de Lorraine, CNRS, Inria, Loria, F- Nancy, France",48.665558,6.1577155
"Université de Lorraine, CNRS, Inria, Loria, F-, Nancy, France",48.665558,6.1577155
"Université de Toulon, Aix Marseille Université, CNRS, LIS, France",43.3025742,5.369074299999999
"Université de Toulon, France",43.137653,6.014545
"Université de Toulouse, CNRS, Toulouse INP, UT3, France",43.5949246,1.4514067
"Up·AI, Israel",31.046051,34.851612
"Utsunomiya University, Japan",36.5482008,139.912899
"Vanderbilt University, Nashville, TN",36.1447034,-86.8026551
"ViVoLab, Aragón Institute for Engineering Research (I",,
"Viettel Cyberspace Center, Viettel Group, Hanoi, Vietnam",21.0167326,105.7841768
"VinAI Research, Vietnam",10.7781482,106.7018568
"Visual Geometry Group, University of Oxford",51.75704289999999,-1.2545179
"Vocapia Research, France",48.708877,2.176886000000001
"VoiceAI Technologies, Shenzhen, China",22.5428599,114.05956
Voiceitt,,
"VoxCroft Analytics, Cape Town, South Africa (http://www.voxcroft.com)",-34.0804392,18.4396601
"WAVES Research Group, Ghent University, Belgium.",51.0466584,3.7273733
"WS Audiology, Erlangen, Germany",49.5702688,11.0104244
"WS Audiology, Research and Development, Erlangen, Germany",49.5896744,11.0119611
"Warsaw University of Technology, Poland",52.2212012,21.0080857
"Warsaw University of Technology, Warsaw",52.2212012,21.0080857
"Waseda Research Institute for Science and Engineering, Japan",35.8518322,139.8880107
"Waseda University, Japan",35.7087334,139.7196485
"Washington State University, United States of America",46.7295265,-117.1803059
WeNet Open Source Community,,
"Westlake Institute for Advanced Study & Westlake University , Hangzhou, China",30.1339474,120.0794882
"Worcester Polytechnic Institute,  Institute Rd, Worcester",42.2746179,-71.8068416
"Wrocław University of Science and Technology, Wrocław, Poland",51.1075785,17.0618829
"XVerse Inc., Shenzhen, China",22.5428599,114.05956
"Xiaomi AI Lab, Beijing, China",39.904211,116.407395
"Xiaomi Corp., Beijing, China",39.904211,116.407395
"Xiaomi Corp., China",35.86166,104.195397
"Xiaomi Inc., Beijing, China",39.904211,116.407395
"Xidian University, China",35.86166,104.195397
"Xinjiang Key Laboratory of Multi-lingual Information Technology, Urumqi, China",43.8266299,87.61688
"Xinjiang Key Laboratory of Signal Detection and Processing, China",43.7934299,87.6271
"Xinjiang Key Laboratory of Signal Detection and Processing, Urumqi , China",43.8266299,87.61688
"Xinjiang University of Finance & Economics, China",43.7934299,87.6271
"Xi’an Jiaotong-Liverpool University, China",31.274822,120.738094
Xperi Inc.,,
"Yahoo Japan Corporation, Japan",36.204824,138.252924
"Yeshiva University, NYC, NY, USA",40.8506041,-73.9297205
"Yóusonic Technology, Beijing, China",39.904211,116.407395
"Zentrumspraxis Friedberg, Germany",50.3308526,8.7510993
"Zevo Tech, RomaniaSpeech and Dialogue Research LaboratoryUniversity Politehnica of Bucharest, Romania",44.4386064,26.0494925
"Zhejiang Key Laboratory of Mobile Network Application Technology, China",30.2655499,120.1536
"Zhejiang University, Hangzhou, China",30.30868439999999,120.0864995
"Zoom Video Communications, Inc.",,
Zurich Forensic Science Institute,47.3768866,8.541694
"aiXplain Inc., Los Gatos, CA, USA",37.2358078,-121.9623751
"audEERING GmbH, Germany",48.0909009,11.2821667
"audEERING GmbH, Gilching, Germany",48.0909009,11.2821667
"elbo.ai, USA",38.7945952,-106.5348379
equal contribution,,
"iFLYTEK Research, iFLYTEK CO. LTD., Hefei, China.",31.8205699,117.22901
"iFLYTEK Research, iFLYTEK Co. Ltd, Hefei, China.",31.8205699,117.22901
"iFLYTEK Research, iFLYTEK Co. Ltd., China",35.86166,104.195397
"myReha GmbH, Austria",47.516231,14.550072
"rinna Co., Ltd., Tokyo, Japan",35.6764225,139.650027
senior authors,,
"tomato.ai, USA",38.7945952,-106.5348379
"§Department of Computer Science, Indiana University, Bloomington, USA",39.1727311,-86.52324999999999
"Árni Magnússon Institute, Iceland",64.1417453,-21.9504512
"École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",46.5190557,6.5667576
"École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland",46.5190557,6.5667576
"École polytechnique fédérale de Lausanne (EPFL), Switzerland",46.5190557,6.5667576
